date,NIKE Stock Price_unscaled,NIKE Stock Price_monthly,scale,NIKE Stock Price
2014-01-01,0,2.0,0.02,0.0
2014-01-02,30,2.0,0.02,0.6
2014-01-03,46,2.0,0.02,0.92
2014-01-04,0,2.0,0.02,0.0
2014-01-05,0,2.0,0.02,0.0
2014-01-06,58,2.0,0.02,1.16
2014-01-07,58,2.0,0.02,1.16
2014-01-08,29,2.0,0.02,0.58
2014-01-09,73,2.0,0.02,1.46
2014-01-10,100,2.0,0.02,2.0
2014-01-11,0,2.0,0.02,0.0
2014-01-12,0,2.0,0.02,0.0
2014-01-13,34,2.0,0.02,0.68
2014-01-14,32,2.0,0.02,0.64
2014-01-15,33,2.0,0.02,0.66
2014-01-16,66,2.0,0.02,1.32
2014-01-17,0,2.0,0.02,0.0
2014-01-18,0,2.0,0.02,0.0
2014-01-19,0,2.0,0.02,0.0
2014-01-20,0,2.0,0.02,0.0
2014-01-21,0,2.0,0.02,0.0
2014-01-22,28,2.0,0.02,0.56
2014-01-23,0,2.0,0.02,0.0
2014-01-24,46,2.0,0.02,0.92
2014-01-25,0,2.0,0.02,0.0
2014-01-26,49,2.0,0.02,0.98
2014-01-27,26,2.0,0.02,0.52
2014-01-28,25,2.0,0.02,0.5
2014-01-29,55,2.0,0.02,1.1
2014-01-30,57,2.0,0.02,1.1400000000000001
2014-01-31,0,2.0,0.02,0.0
2014-02-01,0,3.0,0.03,0.0
2014-02-02,0,3.0,0.03,0.0
2014-02-03,0,3.0,0.03,0.0
2014-02-04,48,3.0,0.03,1.44
2014-02-05,0,3.0,0.03,0.0
2014-02-06,37,3.0,0.03,1.1099999999999999
2014-02-07,63,3.0,0.03,1.89
2014-02-08,58,3.0,0.03,1.74
2014-02-09,0,3.0,0.03,0.0
2014-02-10,29,3.0,0.03,0.87
2014-02-11,44,3.0,0.03,1.3199999999999998
2014-02-12,62,3.0,0.03,1.8599999999999999
2014-02-13,34,3.0,0.03,1.02
2014-02-14,52,3.0,0.03,1.56
2014-02-15,0,3.0,0.03,0.0
2014-02-16,29,3.0,0.03,0.87
2014-02-17,63,3.0,0.03,1.89
2014-02-18,40,3.0,0.03,1.2
2014-02-19,73,3.0,0.03,2.19
2014-02-20,48,3.0,0.03,1.44
2014-02-21,100,3.0,0.03,3.0
2014-02-22,57,3.0,0.03,1.71
2014-02-23,0,3.0,0.03,0.0
2014-02-24,0,3.0,0.03,0.0
2014-02-25,28,3.0,0.03,0.84
2014-02-26,41,3.0,0.03,1.23
2014-02-27,26,3.0,0.03,0.78
2014-02-28,42,3.0,0.03,1.26
2014-03-01,0,3.0,0.03,0.0
2014-03-02,0,3.0,0.03,0.0
2014-03-03,17,3.0,0.03,0.51
2014-03-04,57,3.0,0.03,1.71
2014-03-05,0,3.0,0.03,0.0
2014-03-06,28,3.0,0.03,0.84
2014-03-07,84,3.0,0.03,2.52
2014-03-08,0,3.0,0.03,0.0
2014-03-09,25,3.0,0.03,0.75
2014-03-10,46,3.0,0.03,1.38
2014-03-11,37,3.0,0.03,1.1099999999999999
2014-03-12,52,3.0,0.03,1.56
2014-03-13,24,3.0,0.03,0.72
2014-03-14,39,3.0,0.03,1.17
2014-03-15,94,3.0,0.03,2.82
2014-03-16,36,3.0,0.03,1.08
2014-03-17,17,3.0,0.03,0.51
2014-03-18,100,3.0,0.03,3.0
2014-03-19,0,3.0,0.03,0.0
2014-03-20,0,3.0,0.03,0.0
2014-03-21,38,3.0,0.03,1.14
2014-03-22,0,3.0,0.03,0.0
2014-03-23,0,3.0,0.03,0.0
2014-03-24,22,3.0,0.03,0.6599999999999999
2014-03-25,26,3.0,0.03,0.78
2014-03-26,91,3.0,0.03,2.73
2014-03-27,35,3.0,0.03,1.05
2014-03-28,37,3.0,0.03,1.1099999999999999
2014-03-29,55,3.0,0.03,1.65
2014-03-30,0,3.0,0.03,0.0
2014-03-31,22,3.0,0.03,0.6599999999999999
2014-04-01,0,3.0,0.03,0.0
2014-04-02,16,3.0,0.03,0.48
2014-04-03,0,3.0,0.03,0.0
2014-04-04,24,3.0,0.03,0.72
2014-04-05,0,3.0,0.03,0.0
2014-04-06,47,3.0,0.03,1.41
2014-04-07,100,3.0,0.03,3.0
2014-04-08,17,3.0,0.03,0.51
2014-04-09,42,3.0,0.03,1.26
2014-04-10,17,3.0,0.03,0.51
2014-04-11,33,3.0,0.03,0.99
2014-04-12,44,3.0,0.03,1.3199999999999998
2014-04-13,0,3.0,0.03,0.0
2014-04-14,31,3.0,0.03,0.9299999999999999
2014-04-15,0,3.0,0.03,0.0
2014-04-16,45,3.0,0.03,1.3499999999999999
2014-04-17,0,3.0,0.03,0.0
2014-04-18,37,3.0,0.03,1.1099999999999999
2014-04-19,0,3.0,0.03,0.0
2014-04-20,31,3.0,0.03,0.9299999999999999
2014-04-21,25,3.0,0.03,0.75
2014-04-22,57,3.0,0.03,1.71
2014-04-23,0,3.0,0.03,0.0
2014-04-24,20,3.0,0.03,0.6
2014-04-25,0,3.0,0.03,0.0
2014-04-26,0,3.0,0.03,0.0
2014-04-27,0,3.0,0.03,0.0
2014-04-28,27,3.0,0.03,0.8099999999999999
2014-04-29,27,3.0,0.03,0.8099999999999999
2014-04-30,24,3.0,0.03,0.72
2014-05-01,32,3.0,0.03,0.96
2014-05-02,91,3.0,0.03,2.73
2014-05-03,37,3.0,0.03,1.1099999999999999
2014-05-04,79,3.0,0.03,2.37
2014-05-05,0,3.0,0.03,0.0
2014-05-06,0,3.0,0.03,0.0
2014-05-07,61,3.0,0.03,1.8299999999999998
2014-05-08,0,3.0,0.03,0.0
2014-05-09,25,3.0,0.03,0.75
2014-05-10,0,3.0,0.03,0.0
2014-05-11,0,3.0,0.03,0.0
2014-05-12,0,3.0,0.03,0.0
2014-05-13,30,3.0,0.03,0.8999999999999999
2014-05-14,32,3.0,0.03,0.96
2014-05-15,47,3.0,0.03,1.41
2014-05-16,52,3.0,0.03,1.56
2014-05-17,0,3.0,0.03,0.0
2014-05-18,19,3.0,0.03,0.57
2014-05-19,35,3.0,0.03,1.05
2014-05-20,38,3.0,0.03,1.14
2014-05-21,46,3.0,0.03,1.38
2014-05-22,59,3.0,0.03,1.77
2014-05-23,20,3.0,0.03,0.6
2014-05-24,30,3.0,0.03,0.8999999999999999
2014-05-25,0,3.0,0.03,0.0
2014-05-26,0,3.0,0.03,0.0
2014-05-27,17,3.0,0.03,0.51
2014-05-28,100,3.0,0.03,3.0
2014-05-29,91,3.0,0.03,2.73
2014-05-30,62,3.0,0.03,1.8599999999999999
2014-05-31,34,3.0,0.03,1.02
2014-06-01,0,2.0,0.02,0.0
2014-06-02,0,2.0,0.02,0.0
2014-06-03,27,2.0,0.02,0.54
2014-06-04,0,2.0,0.02,0.0
2014-06-05,53,2.0,0.02,1.06
2014-06-06,0,2.0,0.02,0.0
2014-06-07,0,2.0,0.02,0.0
2014-06-08,0,2.0,0.02,0.0
2014-06-09,41,2.0,0.02,0.8200000000000001
2014-06-10,100,2.0,0.02,2.0
2014-06-11,94,2.0,0.02,1.8800000000000001
2014-06-12,31,2.0,0.02,0.62
2014-06-13,0,2.0,0.02,0.0
2014-06-14,0,2.0,0.02,0.0
2014-06-15,0,2.0,0.02,0.0
2014-06-16,0,2.0,0.02,0.0
2014-06-17,0,2.0,0.02,0.0
2014-06-18,42,2.0,0.02,0.84
2014-06-19,44,2.0,0.02,0.88
2014-06-20,0,2.0,0.02,0.0
2014-06-21,34,2.0,0.02,0.68
2014-06-22,0,2.0,0.02,0.0
2014-06-23,0,2.0,0.02,0.0
2014-06-24,0,2.0,0.02,0.0
2014-06-25,0,2.0,0.02,0.0
2014-06-26,39,2.0,0.02,0.78
2014-06-27,84,2.0,0.02,1.68
2014-06-28,0,2.0,0.02,0.0
2014-06-29,0,2.0,0.02,0.0
2014-06-30,25,2.0,0.02,0.5
2014-07-01,0,2.0,0.02,0.0
2014-07-02,24,2.0,0.02,0.48
2014-07-03,0,2.0,0.02,0.0
2014-07-04,0,2.0,0.02,0.0
2014-07-05,0,2.0,0.02,0.0
2014-07-06,0,2.0,0.02,0.0
2014-07-07,0,2.0,0.02,0.0
2014-07-08,58,2.0,0.02,1.16
2014-07-09,34,2.0,0.02,0.68
2014-07-10,0,2.0,0.02,0.0
2014-07-11,30,2.0,0.02,0.6
2014-07-12,44,2.0,0.02,0.88
2014-07-13,59,2.0,0.02,1.18
2014-07-14,100,2.0,0.02,2.0
2014-07-15,40,2.0,0.02,0.8
2014-07-16,0,2.0,0.02,0.0
2014-07-17,26,2.0,0.02,0.52
2014-07-18,0,2.0,0.02,0.0
2014-07-19,36,2.0,0.02,0.72
2014-07-20,30,2.0,0.02,0.6
2014-07-21,0,2.0,0.02,0.0
2014-07-22,39,2.0,0.02,0.78
2014-07-23,24,2.0,0.02,0.48
2014-07-24,29,2.0,0.02,0.58
2014-07-25,0,2.0,0.02,0.0
2014-07-26,26,2.0,0.02,0.52
2014-07-27,0,2.0,0.02,0.0
2014-07-28,0,2.0,0.02,0.0
2014-07-29,0,2.0,0.02,0.0
2014-07-30,0,2.0,0.02,0.0
2014-07-31,0,2.0,0.02,0.0
2014-08-01,58,2.0,0.02,1.16
2014-08-02,0,2.0,0.02,0.0
2014-08-03,0,2.0,0.02,0.0
2014-08-04,0,2.0,0.02,0.0
2014-08-05,0,2.0,0.02,0.0
2014-08-06,0,2.0,0.02,0.0
2014-08-07,0,2.0,0.02,0.0
2014-08-08,0,2.0,0.02,0.0
2014-08-09,0,2.0,0.02,0.0
2014-08-10,0,2.0,0.02,0.0
2014-08-11,23,2.0,0.02,0.46
2014-08-12,20,2.0,0.02,0.4
2014-08-13,33,2.0,0.02,0.66
2014-08-14,0,2.0,0.02,0.0
2014-08-15,0,2.0,0.02,0.0
2014-08-16,0,2.0,0.02,0.0
2014-08-17,0,2.0,0.02,0.0
2014-08-18,0,2.0,0.02,0.0
2014-08-19,0,2.0,0.02,0.0
2014-08-20,23,2.0,0.02,0.46
2014-08-21,0,2.0,0.02,0.0
2014-08-22,0,2.0,0.02,0.0
2014-08-23,67,2.0,0.02,1.34
2014-08-24,100,2.0,0.02,2.0
2014-08-25,68,2.0,0.02,1.36
2014-08-26,35,2.0,0.02,0.7000000000000001
2014-08-27,46,2.0,0.02,0.92
2014-08-28,68,2.0,0.02,1.36
2014-08-29,30,2.0,0.02,0.6
2014-08-30,0,2.0,0.02,0.0
2014-08-31,0,2.0,0.02,0.0
2014-09-01,15,3.0,0.03,0.44999999999999996
2014-09-02,100,3.0,0.03,3.0
2014-09-03,0,3.0,0.03,0.0
2014-09-04,26,3.0,0.03,0.78
2014-09-05,0,3.0,0.03,0.0
2014-09-06,0,3.0,0.03,0.0
2014-09-07,26,3.0,0.03,0.78
2014-09-08,22,3.0,0.03,0.6599999999999999
2014-09-09,18,3.0,0.03,0.54
2014-09-10,26,3.0,0.03,0.78
2014-09-11,0,3.0,0.03,0.0
2014-09-12,0,3.0,0.03,0.0
2014-09-13,26,3.0,0.03,0.78
2014-09-14,0,3.0,0.03,0.0
2014-09-15,21,3.0,0.03,0.63
2014-09-16,0,3.0,0.03,0.0
2014-09-17,49,3.0,0.03,1.47
2014-09-18,32,3.0,0.03,0.96
2014-09-19,18,3.0,0.03,0.54
2014-09-20,31,3.0,0.03,0.9299999999999999
2014-09-21,0,3.0,0.03,0.0
2014-09-22,27,3.0,0.03,0.8099999999999999
2014-09-23,40,3.0,0.03,1.2
2014-09-24,0,3.0,0.03,0.0
2014-09-25,41,3.0,0.03,1.23
2014-09-26,68,3.0,0.03,2.04
2014-09-27,33,3.0,0.03,0.99
2014-09-28,0,3.0,0.03,0.0
2014-09-29,30,3.0,0.03,0.8999999999999999
2014-09-30,16,3.0,0.03,0.48
2014-10-01,61,3.0,0.03,1.8299999999999998
2014-10-02,56,3.0,0.03,1.68
2014-10-03,48,3.0,0.03,1.44
2014-10-04,26,3.0,0.03,0.78
2014-10-05,0,3.0,0.03,0.0
2014-10-06,50,3.0,0.03,1.5
2014-10-07,0,3.0,0.03,0.0
2014-10-08,37,3.0,0.03,1.1099999999999999
2014-10-09,0,3.0,0.03,0.0
2014-10-10,63,3.0,0.03,1.89
2014-10-11,32,3.0,0.03,0.96
2014-10-12,0,3.0,0.03,0.0
2014-10-13,48,3.0,0.03,1.44
2014-10-14,20,3.0,0.03,0.6
2014-10-15,56,3.0,0.03,1.68
2014-10-16,24,3.0,0.03,0.72
2014-10-17,100,3.0,0.03,3.0
2014-10-18,0,3.0,0.03,0.0
2014-10-19,55,3.0,0.03,1.65
2014-10-20,30,3.0,0.03,0.8999999999999999
2014-10-21,0,3.0,0.03,0.0
2014-10-22,65,3.0,0.03,1.95
2014-10-23,0,3.0,0.03,0.0
2014-10-24,43,3.0,0.03,1.29
2014-10-25,33,3.0,0.03,0.99
2014-10-26,0,3.0,0.03,0.0
2014-10-27,89,3.0,0.03,2.67
2014-10-28,23,3.0,0.03,0.69
2014-10-29,28,3.0,0.03,0.84
2014-10-30,32,3.0,0.03,0.96
2014-10-31,65,3.0,0.03,1.95
2014-11-01,0,4.0,0.04,0.0
2014-11-02,0,4.0,0.04,0.0
2014-11-03,54,4.0,0.04,2.16
2014-11-04,47,4.0,0.04,1.8800000000000001
2014-11-05,49,4.0,0.04,1.96
2014-11-06,0,4.0,0.04,0.0
2014-11-07,17,4.0,0.04,0.68
2014-11-08,0,4.0,0.04,0.0
2014-11-09,0,4.0,0.04,0.0
2014-11-10,85,4.0,0.04,3.4
2014-11-11,65,4.0,0.04,2.6
2014-11-12,52,4.0,0.04,2.08
2014-11-13,100,4.0,0.04,4.0
2014-11-14,62,4.0,0.04,2.48
2014-11-15,50,4.0,0.04,2.0
2014-11-16,0,4.0,0.04,0.0
2014-11-17,31,4.0,0.04,1.24
2014-11-18,48,4.0,0.04,1.92
2014-11-19,0,4.0,0.04,0.0
2014-11-20,36,4.0,0.04,1.44
2014-11-21,97,4.0,0.04,3.88
2014-11-22,0,4.0,0.04,0.0
2014-11-23,0,4.0,0.04,0.0
2014-11-24,36,4.0,0.04,1.44
2014-11-25,44,4.0,0.04,1.76
2014-11-26,24,4.0,0.04,0.96
2014-11-27,0,4.0,0.04,0.0
2014-11-28,39,4.0,0.04,1.56
2014-11-29,0,4.0,0.04,0.0
2014-11-30,0,4.0,0.04,0.0
2014-12-01,0,3.0,0.03,0.0
2014-12-02,34,3.0,0.03,1.02
2014-12-03,0,3.0,0.03,0.0
2014-12-04,25,3.0,0.03,0.75
2014-12-05,0,3.0,0.03,0.0
2014-12-06,0,3.0,0.03,0.0
2014-12-07,0,3.0,0.03,0.0
2014-12-08,57,3.0,0.03,1.71
2014-12-09,46,3.0,0.03,1.38
2014-12-10,36,3.0,0.03,1.08
2014-12-11,82,3.0,0.03,2.46
2014-12-12,100,3.0,0.03,3.0
2014-12-13,0,3.0,0.03,0.0
2014-12-14,0,3.0,0.03,0.0
2014-12-15,58,3.0,0.03,1.74
2014-12-16,0,3.0,0.03,0.0
2014-12-17,87,3.0,0.03,2.61
2014-12-18,0,3.0,0.03,0.0
2014-12-19,0,3.0,0.03,0.0
2014-12-20,43,3.0,0.03,1.29
2014-12-21,0,3.0,0.03,0.0
2014-12-22,0,3.0,0.03,0.0
2014-12-23,34,3.0,0.03,1.02
2014-12-24,70,3.0,0.03,2.1
2014-12-25,0,3.0,0.03,0.0
2014-12-26,0,3.0,0.03,0.0
2014-12-27,38,3.0,0.03,1.14
2014-12-28,0,3.0,0.03,0.0
2014-12-29,43,3.0,0.03,1.29
2014-12-30,65,3.0,0.03,1.95
2014-12-31,50,3.0,0.03,1.5
2015-01-01,55,3.0,0.03,1.65
2015-01-02,0,3.0,0.03,0.0
2015-01-03,99,3.0,0.03,2.9699999999999998
2015-01-04,0,3.0,0.03,0.0
2015-01-05,45,3.0,0.03,1.3499999999999999
2015-01-06,85,3.0,0.03,2.55
2015-01-07,72,3.0,0.03,2.16
2015-01-08,0,3.0,0.03,0.0
2015-01-09,100,3.0,0.03,3.0
2015-01-10,0,3.0,0.03,0.0
2015-01-11,94,3.0,0.03,2.82
2015-01-12,24,3.0,0.03,0.72
2015-01-13,72,3.0,0.03,2.16
2015-01-14,69,3.0,0.03,2.07
2015-01-15,55,3.0,0.03,1.65
2015-01-16,36,3.0,0.03,1.08
2015-01-17,41,3.0,0.03,1.23
2015-01-18,0,3.0,0.03,0.0
2015-01-19,33,3.0,0.03,0.99
2015-01-20,40,3.0,0.03,1.2
2015-01-21,39,3.0,0.03,1.17
2015-01-22,0,3.0,0.03,0.0
2015-01-23,46,3.0,0.03,1.38
2015-01-24,0,3.0,0.03,0.0
2015-01-25,37,3.0,0.03,1.1099999999999999
2015-01-26,0,3.0,0.03,0.0
2015-01-27,50,3.0,0.03,1.5
2015-01-28,36,3.0,0.03,1.08
2015-01-29,0,3.0,0.03,0.0
2015-01-30,40,3.0,0.03,1.2
2015-01-31,0,3.0,0.03,0.0
2015-02-01,0,3.0,0.03,0.0
2015-02-02,0,3.0,0.03,0.0
2015-02-03,0,3.0,0.03,0.0
2015-02-04,43,3.0,0.03,1.29
2015-02-05,30,3.0,0.03,0.8999999999999999
2015-02-06,26,3.0,0.03,0.78
2015-02-07,76,3.0,0.03,2.28
2015-02-08,0,3.0,0.03,0.0
2015-02-09,50,3.0,0.03,1.5
2015-02-10,39,3.0,0.03,1.17
2015-02-11,0,3.0,0.03,0.0
2015-02-12,0,3.0,0.03,0.0
2015-02-13,47,3.0,0.03,1.41
2015-02-14,0,3.0,0.03,0.0
2015-02-15,0,3.0,0.03,0.0
2015-02-16,0,3.0,0.03,0.0
2015-02-17,16,3.0,0.03,0.48
2015-02-18,45,3.0,0.03,1.3499999999999999
2015-02-19,30,3.0,0.03,0.8999999999999999
2015-02-20,50,3.0,0.03,1.5
2015-02-21,0,3.0,0.03,0.0
2015-02-22,0,3.0,0.03,0.0
2015-02-23,100,3.0,0.03,3.0
2015-02-24,0,3.0,0.03,0.0
2015-02-25,37,3.0,0.03,1.1099999999999999
2015-02-26,14,3.0,0.03,0.42
2015-02-27,34,3.0,0.03,1.02
2015-02-28,0,3.0,0.03,0.0
2015-03-01,0,4.0,0.04,0.0
2015-03-02,19,4.0,0.04,0.76
2015-03-03,0,4.0,0.04,0.0
2015-03-04,81,4.0,0.04,3.24
2015-03-05,36,4.0,0.04,1.44
2015-03-06,0,4.0,0.04,0.0
2015-03-07,46,4.0,0.04,1.84
2015-03-08,0,4.0,0.04,0.0
2015-03-09,16,4.0,0.04,0.64
2015-03-10,50,4.0,0.04,2.0
2015-03-11,15,4.0,0.04,0.6
2015-03-12,17,4.0,0.04,0.68
2015-03-13,0,4.0,0.04,0.0
2015-03-14,84,4.0,0.04,3.36
2015-03-15,27,4.0,0.04,1.08
2015-03-16,0,4.0,0.04,0.0
2015-03-17,31,4.0,0.04,1.24
2015-03-18,48,4.0,0.04,1.92
2015-03-19,67,4.0,0.04,2.68
2015-03-20,85,4.0,0.04,3.4
2015-03-21,0,4.0,0.04,0.0
2015-03-22,57,4.0,0.04,2.2800000000000002
2015-03-23,77,4.0,0.04,3.08
2015-03-24,23,4.0,0.04,0.92
2015-03-25,100,4.0,0.04,4.0
2015-03-26,32,4.0,0.04,1.28
2015-03-27,35,4.0,0.04,1.4000000000000001
2015-03-28,33,4.0,0.04,1.32
2015-03-29,0,4.0,0.04,0.0
2015-03-30,0,4.0,0.04,0.0
2015-03-31,28,4.0,0.04,1.12
2015-04-01,0,4.0,0.04,0.0
2015-04-02,0,4.0,0.04,0.0
2015-04-03,73,4.0,0.04,2.92
2015-04-04,0,4.0,0.04,0.0
2015-04-05,0,4.0,0.04,0.0
2015-04-06,0,4.0,0.04,0.0
2015-04-07,31,4.0,0.04,1.24
2015-04-08,48,4.0,0.04,1.92
2015-04-09,87,4.0,0.04,3.48
2015-04-10,96,4.0,0.04,3.84
2015-04-11,0,4.0,0.04,0.0
2015-04-12,0,4.0,0.04,0.0
2015-04-13,83,4.0,0.04,3.3200000000000003
2015-04-14,0,4.0,0.04,0.0
2015-04-15,80,4.0,0.04,3.2
2015-04-16,100,4.0,0.04,4.0
2015-04-17,0,4.0,0.04,0.0
2015-04-18,45,4.0,0.04,1.8
2015-04-19,85,4.0,0.04,3.4
2015-04-20,64,4.0,0.04,2.56
2015-04-21,30,4.0,0.04,1.2
2015-04-22,79,4.0,0.04,3.16
2015-04-23,36,4.0,0.04,1.44
2015-04-24,70,4.0,0.04,2.8000000000000003
2015-04-25,0,4.0,0.04,0.0
2015-04-26,0,4.0,0.04,0.0
2015-04-27,0,4.0,0.04,0.0
2015-04-28,90,4.0,0.04,3.6
2015-04-29,0,4.0,0.04,0.0
2015-04-30,0,4.0,0.04,0.0
2015-05-01,46,4.0,0.04,1.84
2015-05-02,0,4.0,0.04,0.0
2015-05-03,43,4.0,0.04,1.72
2015-05-04,79,4.0,0.04,3.16
2015-05-05,0,4.0,0.04,0.0
2015-05-06,0,4.0,0.04,0.0
2015-05-07,76,4.0,0.04,3.04
2015-05-08,33,4.0,0.04,1.32
2015-05-09,0,4.0,0.04,0.0
2015-05-10,0,4.0,0.04,0.0
2015-05-11,24,4.0,0.04,0.96
2015-05-12,0,4.0,0.04,0.0
2015-05-13,25,4.0,0.04,1.0
2015-05-14,52,4.0,0.04,2.08
2015-05-15,43,4.0,0.04,1.72
2015-05-16,0,4.0,0.04,0.0
2015-05-17,28,4.0,0.04,1.12
2015-05-18,29,4.0,0.04,1.16
2015-05-19,81,4.0,0.04,3.24
2015-05-20,70,4.0,0.04,2.8000000000000003
2015-05-21,60,4.0,0.04,2.4
2015-05-22,62,4.0,0.04,2.48
2015-05-23,0,4.0,0.04,0.0
2015-05-24,0,4.0,0.04,0.0
2015-05-25,0,4.0,0.04,0.0
2015-05-26,100,4.0,0.04,4.0
2015-05-27,43,4.0,0.04,1.72
2015-05-28,22,4.0,0.04,0.88
2015-05-29,0,4.0,0.04,0.0
2015-05-30,0,4.0,0.04,0.0
2015-05-31,46,4.0,0.04,1.84
2015-06-01,33,3.0,0.03,0.99
2015-06-02,29,3.0,0.03,0.87
2015-06-03,0,3.0,0.03,0.0
2015-06-04,0,3.0,0.03,0.0
2015-06-05,27,3.0,0.03,0.8099999999999999
2015-06-06,0,3.0,0.03,0.0
2015-06-07,62,3.0,0.03,1.8599999999999999
2015-06-08,50,3.0,0.03,1.5
2015-06-09,48,3.0,0.03,1.44
2015-06-10,30,3.0,0.03,0.8999999999999999
2015-06-11,99,3.0,0.03,2.9699999999999998
2015-06-12,0,3.0,0.03,0.0
2015-06-13,33,3.0,0.03,0.99
2015-06-14,40,3.0,0.03,1.2
2015-06-15,26,3.0,0.03,0.78
2015-06-16,100,3.0,0.03,3.0
2015-06-17,0,3.0,0.03,0.0
2015-06-18,32,3.0,0.03,0.96
2015-06-19,0,3.0,0.03,0.0
2015-06-20,0,3.0,0.03,0.0
2015-06-21,0,3.0,0.03,0.0
2015-06-22,91,3.0,0.03,2.73
2015-06-23,51,3.0,0.03,1.53
2015-06-24,0,3.0,0.03,0.0
2015-06-25,82,3.0,0.03,2.46
2015-06-26,76,3.0,0.03,2.28
2015-06-27,61,3.0,0.03,1.8299999999999998
2015-06-28,0,3.0,0.03,0.0
2015-06-29,0,3.0,0.03,0.0
2015-06-30,0,3.0,0.03,0.0
2015-07-01,43,3.0,0.03,1.29
2015-07-02,0,3.0,0.03,0.0
2015-07-03,32,3.0,0.03,0.96
2015-07-04,0,3.0,0.03,0.0
2015-07-05,0,3.0,0.03,0.0
2015-07-06,46,3.0,0.03,1.38
2015-07-07,31,3.0,0.03,0.9299999999999999
2015-07-08,40,3.0,0.03,1.2
2015-07-09,0,3.0,0.03,0.0
2015-07-10,51,3.0,0.03,1.53
2015-07-11,61,3.0,0.03,1.8299999999999998
2015-07-12,0,3.0,0.03,0.0
2015-07-13,39,3.0,0.03,1.17
2015-07-14,60,3.0,0.03,1.7999999999999998
2015-07-15,90,3.0,0.03,2.6999999999999997
2015-07-16,25,3.0,0.03,0.75
2015-07-17,21,3.0,0.03,0.63
2015-07-18,0,3.0,0.03,0.0
2015-07-19,0,3.0,0.03,0.0
2015-07-20,0,3.0,0.03,0.0
2015-07-21,27,3.0,0.03,0.8099999999999999
2015-07-22,23,3.0,0.03,0.69
2015-07-23,0,3.0,0.03,0.0
2015-07-24,29,3.0,0.03,0.87
2015-07-25,0,3.0,0.03,0.0
2015-07-26,0,3.0,0.03,0.0
2015-07-27,0,3.0,0.03,0.0
2015-07-28,100,3.0,0.03,3.0
2015-07-29,0,3.0,0.03,0.0
2015-07-30,42,3.0,0.03,1.26
2015-07-31,54,3.0,0.03,1.6199999999999999
2015-08-01,0,4.0,0.04,0.0
2015-08-02,61,4.0,0.04,2.44
2015-08-03,27,4.0,0.04,1.08
2015-08-04,52,4.0,0.04,2.08
2015-08-05,35,4.0,0.04,1.4000000000000001
2015-08-06,49,4.0,0.04,1.96
2015-08-07,0,4.0,0.04,0.0
2015-08-08,0,4.0,0.04,0.0
2015-08-09,35,4.0,0.04,1.4000000000000001
2015-08-10,0,4.0,0.04,0.0
2015-08-11,55,4.0,0.04,2.2
2015-08-12,18,4.0,0.04,0.72
2015-08-13,48,4.0,0.04,1.92
2015-08-14,0,4.0,0.04,0.0
2015-08-15,0,4.0,0.04,0.0
2015-08-16,0,4.0,0.04,0.0
2015-08-17,44,4.0,0.04,1.76
2015-08-18,17,4.0,0.04,0.68
2015-08-19,0,4.0,0.04,0.0
2015-08-20,0,4.0,0.04,0.0
2015-08-21,57,4.0,0.04,2.2800000000000002
2015-08-22,0,4.0,0.04,0.0
2015-08-23,25,4.0,0.04,1.0
2015-08-24,100,4.0,0.04,4.0
2015-08-25,45,4.0,0.04,1.8
2015-08-26,15,4.0,0.04,0.6
2015-08-27,23,4.0,0.04,0.92
2015-08-28,29,4.0,0.04,1.16
2015-08-29,0,4.0,0.04,0.0
2015-08-30,0,4.0,0.04,0.0
2015-08-31,38,4.0,0.04,1.52
2015-09-01,62,4.0,0.04,2.48
2015-09-02,43,4.0,0.04,1.72
2015-09-03,48,4.0,0.04,1.92
2015-09-04,27,4.0,0.04,1.08
2015-09-05,0,4.0,0.04,0.0
2015-09-06,28,4.0,0.04,1.12
2015-09-07,0,4.0,0.04,0.0
2015-09-08,51,4.0,0.04,2.04
2015-09-09,21,4.0,0.04,0.84
2015-09-10,39,4.0,0.04,1.56
2015-09-11,15,4.0,0.04,0.6
2015-09-12,21,4.0,0.04,0.84
2015-09-13,0,4.0,0.04,0.0
2015-09-14,27,4.0,0.04,1.08
2015-09-15,32,4.0,0.04,1.28
2015-09-16,28,4.0,0.04,1.12
2015-09-17,79,4.0,0.04,3.16
2015-09-18,47,4.0,0.04,1.8800000000000001
2015-09-19,27,4.0,0.04,1.08
2015-09-20,0,4.0,0.04,0.0
2015-09-21,36,4.0,0.04,1.44
2015-09-22,19,4.0,0.04,0.76
2015-09-23,24,4.0,0.04,0.96
2015-09-24,82,4.0,0.04,3.2800000000000002
2015-09-25,100,4.0,0.04,4.0
2015-09-26,66,4.0,0.04,2.64
2015-09-27,0,4.0,0.04,0.0
2015-09-28,83,4.0,0.04,3.3200000000000003
2015-09-29,31,4.0,0.04,1.24
2015-09-30,57,4.0,0.04,2.2800000000000002
2015-10-01,33,5.0,0.05,1.6500000000000001
2015-10-02,31,5.0,0.05,1.55
2015-10-03,17,5.0,0.05,0.8500000000000001
2015-10-04,0,5.0,0.05,0.0
2015-10-05,41,5.0,0.05,2.0500000000000003
2015-10-06,24,5.0,0.05,1.2000000000000002
2015-10-07,50,5.0,0.05,2.5
2015-10-08,0,5.0,0.05,0.0
2015-10-09,26,5.0,0.05,1.3
2015-10-10,18,5.0,0.05,0.9
