date,IBM
2015-12-29,39.65
2015-12-30,43.550000000000004
2015-12-31,31.200000000000003
2016-01-01,17.04
2016-01-02,16.33
2016-01-03,17.75
2016-01-04,41.89
2016-01-05,45.44
2016-01-06,50.41
2016-01-07,53.25
2016-01-08,45.44
2016-01-09,20.59
2016-01-10,23.43
2016-01-11,44.73
2016-01-12,46.15
2016-01-13,46.86
2016-01-14,47.57
2016-01-15,45.44
2016-01-16,30.529999999999998
2016-01-17,25.56
2016-01-18,38.339999999999996
2016-01-19,63.9
2016-01-20,71.0
2016-01-21,58.93
2016-01-22,48.28
2016-01-23,24.849999999999998
2016-01-24,42.599999999999994
2016-01-25,52.54
2016-01-26,56.8
2016-01-27,59.64
2016-01-28,57.51
2016-01-29,56.089999999999996
2016-01-30,25.56
2016-01-31,25.56
2016-02-01,60.75
2016-02-02,61.5
2016-02-03,61.5
2016-02-04,66.75
2016-02-05,60.0
2016-02-06,30.0
2016-02-07,22.5
2016-02-08,54.0
2016-02-09,60.75
2016-02-10,61.5
2016-02-11,60.0
2016-02-12,55.5
2016-02-13,24.75
2016-02-14,18.75
2016-02-15,39.75
2016-02-16,56.25
2016-02-17,58.5
2016-02-18,75.0
2016-02-19,65.25
2016-02-20,29.25
2016-02-21,27.0
2016-02-22,66.0
2016-02-23,66.75
2016-02-24,62.25
2016-02-25,58.5
2016-02-26,57.0
2016-02-27,29.25
2016-02-28,26.25
2016-02-29,64.5
2016-03-01,71.2
2016-03-02,71.2
2016-03-03,80.0
2016-03-04,68.0
2016-03-05,32.0
2016-03-06,26.400000000000002
2016-03-07,64.0
2016-03-08,65.60000000000001
2016-03-09,64.8
2016-03-10,67.2
2016-03-11,54.400000000000006
2016-03-12,27.200000000000003
2016-03-13,27.200000000000003
2016-03-14,59.2
2016-03-15,62.400000000000006
2016-03-16,60.800000000000004
2016-03-17,54.400000000000006
2016-03-18,54.400000000000006
2016-03-19,26.400000000000002
2016-03-20,23.200000000000003
2016-03-21,55.2
2016-03-22,67.2
2016-03-23,60.0
